Action,Roll,Pitch,Reward,Vz,PosZ,Round
1,0.0151459042508,0.0169085746515,-10,-0.0452385433018,-13.447807312,2
1,0.00157962761199,0.000860567033604,-10,-0.00109582010191,-13.4718837738,2
1,-1.13833347971e-05,-3.87313003647e-05,-10,-0.000152439024532,-13.4724702835,2
1,-5.6230896549e-06,-8.73170760071e-07,-10,-0.000156950962264,-13.4724807739,2
1,-3.98050027471e-08,1.60271264434e-07,-10,-0.000155240108143,-13.4724807739,2
0,-0.00391363764577,0.0627315882067,20,0.0705734267831,-13.4630937576,2
0,0.038599526355,0.00773899188654,20,0.366279661655,-13.4105081558,2
0,0.00371067874331,-0.000382787404544,20,0.0833366289735,-13.3726501465,2
1,0.00377253900131,0.00422105132956,-10,-0.0113786887378,-13.3499164581,2
0,0.242109318772,0.00390162167078,20,0.747310519218,-13.2933759689,2
1,0.0244288164225,-0.000540383030118,-10,-0.0694720447063,-13.1381673813,2
0,0.261683107033,-0.000365234536037,20,0.707126796246,-13.0929803848,2
1,0.0261012131692,-0.00128973520097,-10,-0.0693788826466,-12.9411144257,2
1,0.00078048922041,-0.000580729585711,-10,-0.0136418007314,-13.0134677887,2
1,-5.38053050803e-05,2.57680622638e-06,-10,-0.00207979674451,-13.0260190964,2
0,0.240709345036,1.97859735374e-07,20,0.771429955959,-12.9674634933,2
1,0.0232338033415,-0.000766102381113,-10,-0.0689977258444,-12.8123960495,2
1,0.000731713823062,-0.000498966030914,-10,-0.0132761802524,-12.8838434219,2
0,0.000724212517336,-0.000541291154173,20,0.552938461304,-12.8512821198,2
1,-3.91005896253e-05,-1.23021080949e-05,-10,-0.0756667479873,-12.6983909607,2
0,-3.66510003087e-05,-7.66392285894e-06,20,0.492626786232,-12.6770124435,2
0,-3.72693585772e-05,-2.12504275343e-06,20,1.51032114029,-12.4641523361,2
0,-6.93146287839e-06,9.2923963563e-07,20,1.32982468605,-12.1833372116,2
0,-4.82829238292e-07,1.45568427018e-07,20,1.70275378227,-11.8597354889,2
1,6.91534411185e-07,-2.72614482273e-06,-10,-0.000416543858591,-11.7594594955,2
0,1.6834033467e-07,-6.70015144385e-07,20,0.438740253448,-11.7131481171,2
1,-1.42239220195e-07,3.94547994486e-07,-10,-0.0104657681659,-11.6624507904,2
1,8.92047986854e-09,1.82447545143e-07,-10,-0.00190661556553,-11.6729269028,2
1,2.52507360891e-07,-5.17530575071e-08,-10,-0.000322510139085,-11.674654007,2
1,5.66345914271e-09,-6.7120459509e-08,-10,-0.000155052912305,-11.6748600006,2
0,-5.82161819445e-08,-1.99602569032e-07,20,0.403653562069,-11.6410970688,2
1,1.65378739865e-09,9.69654253607e-10,-10,-0.0565580278635,-11.5980367661,2
0,-1.63635163096e-09,1.02092654255e-09,20,0.525388717651,-11.5725803375,2
0,3.38963328965e-10,2.77594742763e-09,20,1.32426691055,-11.3623447418,2
0,-0.0119411569073,-0.0624201224113,20,1.30573773384,-11.0942144394,2
0,-0.0196923328432,-0.0629538377327,20,1.98029077053,-10.7682056427,2
0,-0.0285357719054,-0.059017515887,20,2.82892894745,-10.2770109177,2
0,-0.0369823318108,-0.0536207623866,20,3.54836153984,-9.6266040802,2
0,-0.0427797890772,-0.0484137093289,20,4.45965051651,-8.24933338165,2
0,-0.0447965278947,-0.0463613012981,20,4.40747785568,-7.23599767685,2
0,-0.275468988129,-0.0539290813016,20,4.66426849365,-6.25038671494,2
0,-0.545723945562,-0.0547359929216,20,5.37903738022,-5.08326625824,2
0,-0.572954300531,-0.0131990984926,20,6.03850793839,-3.80171132088,2
0,-0.563832382388,0.0813752376982,20,6.90547847748,-2.32603025436,2
0,-0.53270247489,0.187885862068,20,6.64667034149,-0.762851893902,2
1,-0.10014403051,-0.00327462562268,-4000,-0.104195632041,-0.14501811564,2
0,0.0,0.0,20,0.497124433517,-13.5049982071,3
0,0.0,0.0,20,1.42403793335,-13.3074388504,3
1,0.0,0.0,-10,-0.0582805164158,-13.2606925964,3
0,-2.99158193894e-06,-0.238579914804,20,0.723103225231,-13.2143507004,3
0,-3.06329753427e-06,-0.513174567684,20,1.91559588909,-12.9040899277,3
0,-3.61922583206e-06,-0.785537035811,20,3.22396016121,-12.2946119308,3
0,-4.8470692307e-06,-1.06062207177,20,4.79335165024,-11.3395843506,3
0,0.0417373099123,-0.697505410767,20,6.07136392593,-10.0132522583,3
0,-0.0349824488289,-0.140501972084,20,6.10271549225,-8.55961990356,3
0,-0.0488863226335,-0.0603365018875,20,5.89125871658,-7.14606237411,3
1,0.143586064074,-0.295773170457,-10,-1.42751765251,-5.94736862183,3
0,-0.0162975984952,-0.101327854215,20,-1.19511544704,-6.22266387939,3
0,-0.0428432566233,-0.0620188533982,20,-1.14268779755,-6.48202991486,3
0,-0.0748670677581,-0.0768618795636,20,-0.494820863008,-6.68795108795,3
0,-0.0837174576805,-0.0621563182189,20,0.615932226181,-6.67568635941,3
0,-0.0917559741067,-0.0481778795918,20,1.6965290308,-6.41034603119,3
0,-0.329019643941,-0.0328031508507,20,2.40980195999,-5.94278907776,3
0,-0.597129208433,-0.0315597443409,20,3.43413186073,-5.29143857956,3
0,-0.207942541087,-0.0123226051878,20,3.74320292473,-4.47277212143,3
0,-0.0818026975338,-0.00780447965767,20,3.68430161476,-3.65230417252,3
0,-0.0751192132092,-0.00765962112228,20,3.65273857117,-2.82730960846,3
0,-0.306491326642,-0.00644442275184,20,4.16883850098,-1.96541798115,3
1,0.00425627073024,-0.00177211876393,-10,-0.257115215063,-1.93184375763,3
0,-0.233404528699,-0.00127218807339,20,0.549830198288,-1.92500925064,3
1,-0.000546988165751,-0.000564424232966,-10,-0.0714722722769,-1.76156055927,3
0,-0.239077168748,-0.000573621936381,20,0.704256415367,-1.71866941452,3
0,-0.506321364104,-0.000573578480605,20,1.83939731121,-1.43469667435,3
1,-0.00196857722625,-0.00202871511161,-10,-0.0471859946847,-1.24698400497,3
0,-0.0628351072523,-0.00716583707094,20,0.0286569558084,-1.2465120554,3
0,-0.0742136384443,-0.00812917999144,20,0.0766284167767,-1.23435270786,3
1,-0.000114453247668,-0.000249253035454,-10,-0.0109243942425,-1.21079969406,3
0,-0.0627346761721,-0.00683071652006,20,0.0591608397663,-1.20346879959,3
0,-0.073952750405,-0.00801337603581,20,0.107679694891,-1.18411517143,3
0,-0.0745561098778,-0.00806319619496,20,0.148087158799,-1.15484368801,3
0,-0.0747943177695,-0.00809200884757,20,0.17874725163,-1.11762535572,3
0,-0.0748106560528,-0.00808689839594,20,0.201431870461,-1.07566905022,3
0,-0.0745686010216,-0.00805225415865,20,0.217647001147,-1.02835547924,3
0,-0.309703693972,-0.00749044760413,20,0.997396588326,-0.918214857578,3
1,0.000221616653067,-0.00126280174511,-10,-0.0471906512976,-0.822907090187,3
1,0.00155636730483,-0.00116926611648,-10,-0.0095453010872,-0.874133050442,3
0,-0.235190577086,-0.00118094397743,20,0.748317956924,-0.819575667381,3
1,-0.000489912621732,-0.000525131690705,-10,-0.0507065169513,-0.665167808533,3
0,-0.239053504893,-0.000516764528173,20,0.72430562973,-0.617271602154,3
0,-0.506466332834,-0.000517090674841,20,1.8446649313,-0.32861867547,3
1,0.0010323138824,-0.000662701160893,-4000,-0.0397136844695,-0.124400116503,3
0,-0.184092890626,6.52946754035e-11,20,0.610574305058,-13.5353765488,4
0,-0.368401410544,4.00466000767e-09,20,1.35804092884,-13.3530445099,4
0,-0.388308162841,0.225487677806,20,2.28459358215,-12.9957427979,4
0,-0.401215056547,0.480442525075,20,3.3030898571,-12.4285240173,4
0,-0.423003485311,0.737078851851,20,4.45031118393,-11.6445398331,4
0,0.044510600761,0.390476873681,20,4.8469376564,-10.6409673691,4
0,0.0922376392337,0.0517374050602,20,4.6268901825,-9.65539932251,4
0,0.0770290724776,0.010574101024,20,4.54871177673,-8.7361240387,4
0,0.0751210025861,0.00755635379853,20,4.48644924164,-7.78902101517,4
0,0.0731770244564,0.242720082404,20,4.85834169388,-6.8075799942,4
0,-0.0497736981411,0.0470722499209,20,4.87486600876,-5.80321979523,4
0,-0.0739766337286,-0.00101605656103,20,4.77152776718,-4.79455327988,4
0,-0.0756500721204,-0.00387303242191,20,4.69916582108,-3.8163599968,4
0,-0.0754900645486,-0.00405389246026,20,4.64058303833,-2.76657748222,4
1,-0.0550859742408,0.0877789947078,-10,-0.481086373329,-2.12857413292,4
0,-0.0707638525083,0.00758877142828,20,-0.371026188135,-2.2170279026,4
0,-0.0745945973829,-0.00307455987879,20,-0.320261120796,-2.29210495949,4
1,-0.0121096213574,0.00482801199267,-10,-0.0115989567712,-2.30284547806,4
0,-0.00229978597162,0.000849449452716,20,0.429337441921,-2.25408482552,4
0,-0.000206467714728,6.9604596949e-05,20,0.879931092262,-2.10448884964,4
0,0.238700901694,2.80804476453e-05,20,1.63033056259,-1.84280467033,4
0,0.0383861989416,4.29154691738e-06,20,1.55036950111,-1.45822942257,4
0,0.242411187612,5.21465854553e-07,20,1.91383123398,-1.07325613499,4
0,0.0434857035349,0.0613344400882,20,1.93952345848,-0.635062813759,4
0,-0.0147627734507,0.0670472742692,20,1.86639523506,-0.231730595231,4
0,-0.00285416189968,0.0751861650078,-4000,1.90025699139,0.186695083976,4
0,-3.04579789107e-12,0.0418660399494,20,0.0296711698174,-13.5702199936,5
0,-8.75922731801e-12,0.0672572604904,20,0.136376827955,-13.5460033417,5
0,5.41664711356e-11,-0.00619429975238,20,0.0873601958156,-13.5151662827,5
0,1.21590624435e-09,0.0582754866502,20,0.137633979321,-13.4891233444,5
0,-0.00488791221704,0.0655026842184,20,0.703056931496,-13.4230527878,5
0,0.224166901966,0.0719585789387,20,1.54790866375,-13.1644601822,5
0,0.252464716813,-0.157363027496,20,2.48096370697,-12.7263908386,5
1,0.0135027924461,0.00227435897091,-10,-0.0852704569697,-12.4735202789,5
0,0.0106538448128,-0.236450283858,20,0.703471362591,-12.4291601181,5
0,-0.0148389872617,0.00768485893792,20,1.00893712044,-12.2100362778,5
0,0.0582885275973,0.0263744275503,20,1.02321302891,-11.977353096,5
1,0.00814038899421,-0.00828212037545,-10,-0.00358923990279,-11.884560585,5
0,0.062420205996,0.0159376722799,20,0.0667152702808,-11.8753728867,5
0,0.0717232997097,0.0199807664685,20,0.115740083158,-11.8542013168,5
0,0.0724473444613,0.0201945658384,20,0.156425490975,-11.8233222961,5
0,0.0630797363162,-0.0792292816152,20,0.697057962418,-11.7538757324,5
0,0.0531356009342,-0.0334285920006,20,1.75828337669,-11.4758548737,5
0,0.289901116759,-0.00148901652008,20,2.47844791412,-10.9952192307,5
0,0.559209977944,0.0126117181508,20,3.52266693115,-10.3097019196,5
0,0.476118820343,-0.0126143837217,20,4.33908224106,-9.40146827698,5
0,0.379528782888,0.239246178767,20,4.64074325562,-8.45032501221,5
0,0.397808845754,0.508695073915,20,5.5862569809,-7.27437496185,5
0,0.418684737744,0.775200298816,20,6.72557830811,-5.89902448654,5
0,0.453977742937,1.04363200325,20,8.15406990051,-4.23744058609,5
0,0.513275787112,1.31828842623,20,9.86584377289,-2.19465565681,5
0,-2.64505005699,1.52722139394,-4000,11.7625455856,0.230339825153,5
0,9.47934605883e-10,0.123686729629,20,0.561969161034,-13.3497676849,6
0,-0.00501611000858,0.0797871986643,20,1.04057943821,-13.1991510391,6
0,-0.246631414326,0.0743955866726,20,1.85425579548,-12.8713665009,6
0,-0.0670469794089,0.0733380234026,20,2.1038877964,-12.4098138809,6
0,-0.0229620189701,0.0722839730053,20,2.12108540535,-11.9349374771,6
0,-0.021366297772,0.0719874160789,20,2.13701629639,-11.4557189941,6
1,-0.0152343886231,0.00914510653505,-10,0.00394665170461,-11.352643013,6
0,-0.0203679581468,0.0614376553978,20,0.0769595950842,-11.3413915634,6
0,0.014734879214,-0.0504474758772,20,0.136604219675,-11.3143920898,6
0,0.00397746882878,-0.0137308782206,20,0.545320928097,-11.2378950119,6
0,0.00254692664488,-0.00684922694672,20,1.10297715664,-11.0795993805,6
0,0.00369200959123,-0.00656825117678,20,2.12794661522,-10.712433815,6
0,0.0115830742067,-0.00312970921448,20,1.93445050716,-10.2173280716,6
0,0.0381520019692,0.0486970328971,20,1.78330898285,-9.82549762726,6
0,0.038063479146,0.0557036994648,20,1.63559889793,-9.45609951019,6
0,0.0593764359589,-0.0245198146148,20,1.67921304703,-9.08164215088,6
0,0.0634799456055,-0.0395734918222,20,1.70425724983,-8.70611381531,6
0,0.0606895394333,-0.0397085010963,20,1.705966115,-8.32005977631,6
0,0.0528088119979,-0.0390023021647,20,1.59576225281,-7.97153329849,6
0,0.0635339711365,-0.0397892898482,20,1.63618576527,-7.6121711731,6
0,0.0586915685403,-0.274193768137,20,2.3276450634,-7.18531179428,6
0,-0.0187697315938,-0.397542611363,20,2.82026076317,-6.63388442993,6
0,-0.0155163468258,-0.678018343381,20,3.9056892395,-5.88319158554,6
0,-0.0622982627676,-0.749544469242,20,4.90444660187,-4.87073802948,6
0,-0.063401142063,-0.197937244338,20,5.03355741501,-3.77132916451,6
1,-0.069948561015,-0.0158812525649,-10,-0.457958072424,-3.1257827282,6
0,-0.0665969946366,0.226603666015,20,0.381965309381,-3.15782833099,6
0,-0.0262033897521,0.218143748116,20,0.977474749088,-2.96166872978,6
0,-0.00966879269142,0.106339036958,20,1.21606659889,-2.7629134655,6
0,-0.0290203826138,-0.0262977178995,20,1.9139945507,-2.3680562973,6
0,-0.0766312343299,-0.120586699897,20,2.29130840302,-1.93645751476,6
0,0.153649297146,-0.117398089773,20,2.26826190948,-1.39064753056,6
0,0.0166803501763,0.0377665021488,20,2.24591898918,-0.890225052834,6
0,0.015929429497,-0.0514463391175,20,2.26297307014,-0.389236599207,6
1,0.0155368637891,0.0124294330043,-10,-0.00185253075324,-0.235346838832,6
0,0.0190702961536,-0.0585921068979,20,0.0722867250443,-0.224906489253,6
1,0.00407198059608,-0.00988154469464,-10,-0.0108050452545,-0.202319994569,6
1,-0.000835863048359,-4.15720373817e-05,-10,-0.0022263978608,-0.214130848646,6
1,6.12035111423e-05,6.11394058527e-05,-10,-0.000338694400853,-0.216189101338,6
1,1.33360562847e-06,-8.64847045304e-06,-10,-4.95866697747e-05,-0.216496273875,6
1,-5.2095389242e-08,-1.28717174792e-08,-10,-7.17204375178e-06,-0.216541096568,6
0,0.0174538705528,-0.061223944139,20,0.0695637911558,-0.206789910793,6
1,0.000784190122784,-0.00788588338847,-10,-0.011219413951,-0.184032559395,6
0,0.000238997473431,-0.00154139546637,20,0.429652929306,-0.136504292488,6
0,1.9440920103e-05,-0.000111049781101,1,0.879947245121,0.0117847938091,6
0,0.0,0.0,20,0.372061520815,-13.5244846344,7
